食 品 群,食 品 番 号,索 引 番 号,可  食  部   100  g  当  た  り,,,,,可  食  部   100  g  当  た  り,,備  考
10,10170,1362,＜魚類＞ さより 生,100,(0),290,41,2,0.5,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10171,1363,＜魚類＞ さわら 生,60,(0),490,13,Tr,0.2,"切り身
（魚体全体から調理する場合、廃棄率： 30 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10172,1364,＜魚類＞ さわら 焼き,87,(0),610,22,Tr,0.2,切り身
10,10173,1365,＜魚類＞ さんま 皮つき 生,68,(0),200,28,0,0.4,"別名： さいら
三枚におろしたもの
（魚体全体から調理する場合、廃棄率： 35 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10407,1366,＜魚類＞ さんま 皮なし 生,54,(0),200,15,1,0.3,別名： さいら
10,10174,1367,＜魚類＞ さんま 皮つき 焼き,72,(0),260,37,0,0.3,"別名： さいら
廃棄部位： 頭部、内臓、骨、ひれ等
魚体全体を焼いたもの"
10,10175,1368,＜魚類＞ さんま 開き干し,80,(0),260,60,(0),1.3,"別名： さいら
廃棄部位： 頭部、骨、ひれ等"
10,10176,1369,＜魚類＞ さんま みりん干し,98,(0),370,120,(0),3.6,"別名： さいら
廃棄部位： 骨、ひれ等"
10,10177,1370,＜魚類＞ さんま 缶詰 味付け,98,(0),160,280,(0),1.4,"別名： さいら
液汁を除いたもの"
10,10178,1371,＜魚類＞ さんま 缶詰 かば焼,80,(0),250,250,(0),1.5,"別名： さいら
液汁を含んだもの"
10,10179,1372,＜魚類＞ しいら 生,55,(0),480,13,1,0.1,"別名： まんびき
切り身
(魚体全体から調理する場合、廃棄率： 55%、廃棄部位： 頭部、内臓、骨、ひれ等)"
10,10180,1373,＜魚類＞ （ししゃも類） ししゃも 生干し 生,230,(0),380,330,1,1.2,"試料： ひと塩品
廃棄部位： 頭部及び尾"
10,10181,1374,＜魚類＞ （ししゃも類） ししゃも 生干し 焼き,300,(0),400,360,1,1.6,"試料： ひと塩品
廃棄部位： 頭部及び尾"
10,10182,1375,＜魚類＞ （ししゃも類） からふとししゃも 生干し 生,290,(0),200,350,1,1.5,"別名： カペリン
試料： ひと塩品
魚体全体"
10,10183,1376,＜魚類＞ （ししゃも類） からふとししゃも 生干し 焼き,370,(0),210,380,1,2.0,"別名： カペリン
試料： ひと塩品
魚体全体"
10,10184,1377,＜魚類＞ したびらめ 生,75,(0),310,36,1,0.4,"試料： くろうしのした、あかしたびらめ
廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）"
10,10185,1378,＜魚類＞ しまあじ 養殖 生,71,(0),390,16,Tr,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10186,1379,＜魚類＞ しらうお 生,220,(0),250,150,4,0.4,
10,10187,1380,＜魚類＞ シルバー 生,46,(0),440,11,0,0.2,"別名： 銀ひらす、銀ワレフー
切り身"
10,10188,1381,＜魚類＞ すずき 生,67,(0),370,12,3,0.2,"切り身
(魚体全体から調理する場合、廃棄率： 55 %、廃棄部位： 頭部、内臓、骨、ひれ等)"
10,10189,1382,＜魚類＞ （たい類） きだい 生,67,(0),390,23,1,0.2,"別名： れんこだい
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）"
10,10190,1383,＜魚類＞ （たい類） くろだい 生,78,(0),400,13,3,0.1,"別名： ちぬ
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）"
10,10191,1384,＜魚類＞ （たい類） ちだい 生,74,(0),390,33,2,0.2,"別名： はなだい
三枚におろしたもの
（魚体全体から調理する場合、廃棄率： 55 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10192,1385,＜魚類＞ （たい類） まだい 天然 生,65,(0),440,11,1,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10193,1386,＜魚類＞ （たい類） まだい 養殖 皮つき 生,69,(0),450,12,3,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10194,1387,＜魚類＞ （たい類） まだい 養殖 皮つき 水煮,90,(0),440,20,2,0.1,"頭部、内臓等を除き水煮したもの
廃棄部位： 骨、ひれ等"
10,10195,1388,＜魚類＞ （たい類） まだい 養殖 皮つき 焼き,91,(0),500,24,3,0.1,"内臓等を除き焼いたもの
廃棄部位： 頭部､骨、ひれ等"
10,10408,1389,＜魚類＞ （たい類） まだい 養殖 皮なし 生,60,(0),490,7,3,0.1,
10,10196,1390,＜魚類＞ たかさご 生,50,(0),510,51,Tr,0.1,"別名： ぐるくん
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）"
10,10197,1391,＜魚類＞ たかべ 生,70,(0),380,41,1,0.3,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10198,1392,＜魚類＞ たちうお 生,72,(0),290,12,1,0.2,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10199,1393,＜魚類＞ （たら類） すけとうだら 生,76,(0),350,13,1,0.3,"別名： すけそう、すけそうだら、すけとう
三枚におろしたもの
（魚体全体から調理する場合、廃棄率： 65 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10409,1394,＜魚類＞ （たら類） すけとうだら フライ,89,-,340,34,Tr,0.4,"切り身
調理による脂質の増減：第1章表13参照"
10,10200,1395,＜魚類＞ （たら類） すけとうだら すり身,27,(0),130,7,0,0.3,
10,10201,1396,＜魚類＞ （たら類） すけとうだら すきみだら,140,(0),540,130,0,18.8,
10,10202,1397,＜魚類＞ （たら類） すけとうだら たらこ 生,350,(0),300,24,33,4.6,別名： もみじこ
10,10203,1398,＜魚類＞ （たら類） すけとうだら たらこ 焼き,410,(0),340,27,21,5.3,別名： もみじこ
10,10204,1399,＜魚類＞ （たら類） すけとうだら からしめんたいこ,280,(0),180,23,76,5.6,ビタミンC： 添加品を含む
10,10205,1400,＜魚類＞ （たら類） まだら 生,58,(0),350,32,Tr,0.3,"別名： たら
切り身
(魚体全体から調理する場合、廃棄率： 65 %、廃棄部位： 頭部、内臓、骨、ひれ等)"
10,10206,1401,＜魚類＞ （たら類） まだら 焼き,100,(0),480,48,Tr,0.4,"別名： たら
切り身"
10,10207,1402,＜魚類＞ （たら類） まだら しらこ 生,360,(0),390,6,2,0.3,別名： たら
10,10208,1403,＜魚類＞ （たら類） まだら 塩だら,60,(0),290,23,Tr,2.0,"別名： たら
切り身"
10,10209,1404,＜魚類＞ （たら類） まだら 干しだら,240,(0),1600,80,(0),3.8,"別名： たら
試料： 無頭開き干し品
廃棄部位： 骨、皮等"
10,10210,1405,＜魚類＞ （たら類） 加工品 でんぶ,130,(0),120,260,(0),4.2,"別名： 茶でんぶ、しょうゆでんぶ
試料： しょうゆ添加品"
10,10448,1406,＜魚類＞ （たら類） 加工品 桜でんぶ,73,0,43,300,-,2.4,
10,10211,1407,＜魚類＞ ちか 生,89,(0),340,35,Tr,0.6,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10213,1408,＜魚類＞ どじょう 生,210,(0),290,1100,1,0.2,魚体全体
10,10214,1409,＜魚類＞ どじょう 水煮,220,(0),330,1200,Tr,0.3,魚体全体
10,10215,1410,＜魚類＞ とびうお 生,59,(0),320,13,1,0.2,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10421,1411,＜魚類＞ とびうお 煮干し,280,(0),1200,1200,0,1.5,"別名： あご
頭部等を除いたもの"
10,10422,1412,＜魚類＞ とびうお 焼き干し,300,(0),1100,3200,0,1.8,"別名： あご、焼きあご
頭部等を除いたもの"
10,10212,1413,＜魚類＞ ナイルティラピア 生,59,(0),370,29,1,0.2,"別名： いずみだい、ちかだい､テラピア
切り身
（魚体全体から調理する場合、廃棄率： 55 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10216,1414,＜魚類＞ なまず 生,73,(0),320,18,0,0.1,"試料： なまず（国産）、アメリカなまず
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）"
10,10217,1415,＜魚類＞ にぎす 生,120,(0),320,70,1,0.5,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10218,1416,＜魚類＞ にしん 生,68,(0),350,27,Tr,0.3,"別名： かどいわし
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）"
10,10219,1417,＜魚類＞ にしん 身欠きにしん,230,(0),430,66,(0),0.4,"別名： かどいわし
廃棄部位： 頭部、内臓、骨、ひれ等"
10,10220,1418,＜魚類＞ にしん 開き干し,85,(0),350,25,(0),0.9,"別名： かどいわし
廃棄部位： 頭部、骨、ひれ等"
10,10221,1419,＜魚類＞ にしん くん製,86,(0),280,150,(0),9.9,"別名： かどいわし
廃棄部位： 頭部、骨、ひれ等"
10,10222,1420,＜魚類＞ にしん かずのこ 生,370,(0),210,50,Tr,0.8,別名： かどいわし
10,10223,1421,＜魚類＞ にしん かずのこ 乾,1000,(0),46,65,0,3.6,別名： かどいわし
10,10224,1422,＜魚類＞ にしん かずのこ 塩蔵 水戻し,230,(0),2,8,0,1.2,別名： かどいわし
10,10225,1423,＜魚類＞ はぜ 生,92,(0),350,42,1,0.2,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10226,1424,＜魚類＞ はぜ つくだ煮,270,(0),480,1200,0,5.6,
10,10227,1425,＜魚類＞ はぜ 甘露煮,210,(0),200,980,0,3.8,
10,10228,1426,＜魚類＞ はたはた 生,100,(0),250,60,0,0.5,"三枚におろしたもの
（魚体全体から調理する場合、廃棄率： 60 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10229,1427,＜魚類＞ はたはた 生干し,130,(0),240,17,3,1.3,廃棄部位： 頭部、骨、ひれ等
10,10230,1428,＜魚類＞ はまふえふき 生,47,(0),450,43,Tr,0.2,"別名： たまみ
廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）"
10,10231,1429,＜魚類＞ はも 生,75,(0),450,79,1,0.2,"切り身
（魚体全体から調理する場合、廃棄率： 40 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10233,1430,＜魚類＞ ひらまさ 生,68,(0),450,12,3,0.1,"切り身
（魚体全体から調理する場合、廃棄率： 40 %、廃棄部位： 頭部、内臓、骨、ひれ等）"
10,10234,1431,＜魚類＞ ひらめ 天然 生,55,(0),440,22,3,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）
10,10235,1432,＜魚類＞ ひらめ 養殖 皮つき 生,62,(0),440,30,5,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（五枚下ろし）
10,10410,1433,＜魚類＞ ひらめ 養殖 皮なし 生,53,(0),470,8,10,0.1,
10,10236,1434,＜魚類＞ （ふぐ類） とらふぐ 養殖 生,65,(0),430,6,Tr,0.3,"切り身（皮なし）
(魚体全体から調理する場合、廃棄率： 80 %、廃棄部位： 頭部、内臓、骨、皮、ひれ等)"
10,10237,1435,＜魚類＞ （ふぐ類） まふぐ 生,55,(0),470,5,0,0.2,"切り身（皮なし）
(魚体全体から調理する場合、廃棄率： 75 %、廃棄部位： 頭部、内臓、骨、皮、ひれ等)"
10,10238,1436,＜魚類＞ ふな 生,64,(0),340,100,1,0.1,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10239,1437,＜魚類＞ ふな 水煮,84,(0),310,140,Tr,0.1,"内臓等を除去後水煮したもの
廃棄部位： 頭部､骨、ひれ等"
10,10240,1438,＜魚類＞ ふな 甘露煮,160,(0),240,1200,0,3.3,
10,10449,1439,＜魚類＞ ふな ふなずし,300,0,64,350,0,3.9,"廃棄部位： 頭部、ひれ、尾
試料： 魚の表面に付着した飯をヘラ等で軽く拭ったもの"
10,10241,1440,＜魚類＞ ぶり 成魚 生,72,(0),380,5,2,0.1,"切り身
(魚体全体から調理する場合、廃棄率： 40 %、廃棄部位： 頭部、内臓、骨、ひれ等)"
10,10242,1441,＜魚類＞ ぶり 成魚 焼き,89,(0),440,6,2,0.1,切り身
10,10243,1442,＜魚類＞ ぶり はまち 養殖 皮つき 生,77,(0),340,19,2,0.1,"切り身
(魚体全体から調理する場合、廃棄率： 40 %、廃棄部位： 頭部、内臓、骨、ひれ等)"
10,10411,1443,＜魚類＞ ぶり はまち 養殖 皮なし 生,78,(0),390,5,3,0.1,
10,10244,1444,＜魚類＞ ほうぼう 生,55,(0),380,42,3,0.3,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10245,1445,＜魚類＞ ホキ 生,49,(0),330,20,0,0.4,切り身
10,10246,1446,＜魚類＞ ほっけ 生,73,(0),360,22,1,0.2,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10247,1447,＜魚類＞ ほっけ 塩ほっけ,60,(0),350,20,Tr,3.6,廃棄部位： 骨、ひれ、皮等
10,10248,1448,＜魚類＞ ほっけ 開き干し 生,86,(0),390,170,4,1.8,廃棄部位： 頭部、骨、ひれ等
10,10412,1449,＜魚類＞ ほっけ 開き干し 焼き,100,(0),410,180,2,2.0,廃棄部位： 頭部、骨、ひれ等
10,10249,1450,＜魚類＞ ぼら 生,65,(0),330,17,1,0.2,廃棄部位： 頭部、内臓、骨、ひれ等（三枚下ろし）
10,10250,1451,＜魚類＞ ぼら からすみ,860,(0),170,9,10,3.6,
10,10251,1452,＜魚類＞ ほんもろこ 生,210,(0),320,850,2,0.2,"別名： もろこ
魚体全体"
10,10252,1453,＜魚類＞ （まぐろ類） きはだ 生,37,(0),450,5,0,0.1,"別名： きはだまぐろ、きわだ
切り身（皮なし）"
10,10253,1454,＜魚類＞ （まぐろ類） くろまぐろ 天然 赤身 生,50,(0),380,5,2,0.1,"別名： まぐろ、ほんまぐろ、しび 
切り身（皮なし）"
10,10254,1455,＜魚類＞ （まぐろ類） くろまぐろ 天然 脂身 生,55,(0),230,7,4,0.2,"別名： まぐろ、ほんまぐろ、しび、とろ
切り身（皮なし）"
10,10450,1456,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 生,53,0,430,3,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10451,1457,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 水煮,59,0,400,3,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10452,1458,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 蒸し,62,0,410,3,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10453,1459,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 電子レンジ調理,65,0,490,4,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10454,1460,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 焼き,66,0,500,3,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10455,1461,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 ソテー,61,0,470,3,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む、切り身
植物油（なたね油）
調理による脂質の増減：第1章表14参照"
10,10456,1462,＜魚類＞ （まぐろ類） くろまぐろ 養殖 赤身 天ぷら,57,0,440,13,1,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身
植物油（なたね油）
調理による脂質の増減：第1章表13参照"
10,10459,1462-1,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 生,73,-,330,4,3,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10460,1462-2,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 水煮,110,-,290,3,3,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10461,1462-3,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 蒸し,81,-,450,75,2,1.9,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10462,1462-4,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 電子レンジ調理,78,-,350,4,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10463,1462-5,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 焼き,83,-,360,4,3,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身"
10,10464,1462-6,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 ソテー,83,-,380,4,3,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身
植物油（なたね油）
調理による脂質の増減：第1章表14参照"
10,10465,1462-7,＜魚類＞ （まぐろ類） くろまぐろ 養殖 脂身 天ぷら,74,-,350,17,2,0.1,"別名： まぐろ、ほんまぐろ、しび
蓄養を含む
切り身
植物油（なたね油）
調理による脂質の増減：第1章表13参照"
10,10255,1463,＜魚類＞ （まぐろ類） びんなが 生,49,(0),440,9,1,0.1,"別名： びんちょう、とんぼ、びんながまぐろ
切り身（皮なし）"
10,10256,1464,＜魚類＞ （まぐろ類） みなみまぐろ 赤身 生,52,(0),400,5,Tr,0.1,"別名： インドまぐろ
切り身（皮なし）"
